1514768400.0,0
1514769300.0,0
1514770200.0,0
1514771100.0,0
1514728800.0,0
1514729700.0,0
1514730600.0,0
1514731500.0,0
1514732400.0,0
1514733300.0,0
1514734200.0,0
1514735100.0,0
1514736000.0,10
1514736900.0,0
1514737800.0,20
1514738700.0,730
1514739600.0,990
1514740500.0,550
1514741400.0,20
1514742300.0,0
1514743200.0,100
1514744100.0,10
1514745000.0,0
1514745900.0,0
1514746800.0,0
1514747700.0,0
1514748600.0,0
1514749500.0,0
1514750400.0,0
1514751300.0,0
1514752200.0,0
1514753100.0,0
1514754000.0,0
1514754900.0,50
1514755800.0,0
1514756700.0,0
1514757600.0,0
1514758500.0,0
1514759400.0,0
1514760300.0,0
1514761200.0,0
1514762100.0,0
1514763000.0,0
1514763900.0,0
1514764800.0,0
1514765700.0,0
1514766600.0,0
1514767500.0,0
1514768400.0,0
1514769300.0,0
1514770200.0,0
1514771100.0,0
1514728800.0,0
1514729700.0,0
1514730600.0,0
1514731500.0,0
1514732400.0,0
1514733300.0,0
1514734200.0,0
1514735100.0,0
1514736000.0,0
1514736900.0,0
1514737800.0,0
1514738700.0,0
1514739600.0,210
1514740500.0,160
1514741400.0,160
1514742300.0,140
1514743200.0,140
1514744100.0,110
1514745000.0,10
1514745900.0,20
1514746800.0,40
1514747700.0,10
1514748600.0,40
1514749500.0,30
1514750400.0,0
1514751300.0,20
1514752200.0,20
1514753100.0,0
1514754000.0,40
1514754900.0,20
1514755800.0,0
1514756700.0,0
1514757600.0,0
1514758500.0,0
1514759400.0,0
1514760300.0,0
1514761200.0,0
1514762100.0,160
1514763000.0,30
1514763900.0,0
1514764800.0,0
1514765700.0,0
1514766600.0,0
1514767500.0,0
1514854800.0,0
1514855700.0,10
1514856600.0,30
1514857500.0,40
1514815200.0,20
1514816100.0,10
1514817000.0,10
1514817900.0,10
1514818800.0,0
1514819700.0,10
1514820600.0,0
1514821500.0,0
1514822400.0,0
1514823300.0,10
1514824200.0,30
1514825100.0,750
1514826000.0,1010
1514826900.0,560
1514827800.0,30
1514828700.0,0
1514829600.0,100
1514830500.0,10
1514831400.0,0
1514832300.0,0
1514833200.0,0
1514834100.0,0
1514835000.0,0
1514835900.0,0
1514836800.0,0
1514837700.0,0
1514838600.0,0
1514839500.0,0
1514840400.0,10
1514841300.0,10
1514842200.0,20
1514843100.0,10
1514844000.0,0
1514844900.0,10
1514845800.0,0
1514846700.0,0
1514847600.0,10
1514848500.0,0
1514849400.0,0
1514850300.0,10
1514851200.0,0
1514852100.0,0
1514853000.0,10
1514853900.0,0
1514854800.0,10
1514855700.0,10
1514856600.0,0
1514857500.0,10
1514815200.0,0
1514816100.0,0
1514817000.0,210
1514817900.0,490
1514818800.0,120
1514819700.0,140
1514820600.0,130
1514821500.0,110
1514822400.0,20
1514823300.0,30
1514824200.0,40
1514825100.0,30
1514826000.0,30
1514826900.0,30
1514827800.0,0
1514828700.0,50
1514829600.0,20
1514830500.0,10
1514831400.0,50
1514832300.0,10
1514833200.0,20
1514834100.0,30
1514835000.0,10
1514835900.0,10
1514836800.0,10
1514837700.0,10
1514838600.0,0
1514839500.0,10
1514840400.0,0
1514841300.0,20
1514842200.0,10
1514843100.0,10
1514844000.0,10
1514844900.0,0
1514845800.0,0
1514846700.0,10
1514847600.0,0
1514848500.0,200
1514849400.0,30
1514850300.0,0
1514851200.0,0
1514852100.0,10
1514853000.0,0
1514853900.0,0
1514941200.0,10
1514942100.0,10
1514943000.0,20
1514943900.0,0
1514901600.0,10
1514902500.0,10
1514903400.0,10
1514904300.0,0
1514905200.0,10
1514906100.0,0
1514907000.0,0
1514907900.0,10
1514908800.0,0
1514909700.0,10
1514910600.0,30
1514911500.0,770
1514912400.0,1000
1514913300.0,560
1514914200.0,30
1514915100.0,0
1514916000.0,100
1514916900.0,10
1514917800.0,0
1514918700.0,0
1514919600.0,0
1514920500.0,0
1514921400.0,0
1514922300.0,0
1514923200.0,0
1514924100.0,0
1514925000.0,0
1514925900.0,0
1514926800.0,0
1514927700.0,0
1514928600.0,0
1514929500.0,10
1514930400.0,10
1514931300.0,0
1514932200.0,0
1514933100.0,0
1514934000.0,10
1514934900.0,10
1514935800.0,10
1514936700.0,10
1514937600.0,10
1514938500.0,10
1514939400.0,10
1514940300.0,10
1514941200.0,0
1514942100.0,10
1514943000.0,0
1514943900.0,0
1514901600.0,10
1514902500.0,0
1514903400.0,10
1514904300.0,0
1514905200.0,0
1514906100.0,10
1514907000.0,0
1514907900.0,10
1514908800.0,160
1514909700.0,120
1514910600.0,130
1514911500.0,130
1514912400.0,60
1514913300.0,20
1514914200.0,20
1514915100.0,40
1514916000.0,20
1514916900.0,40
1514917800.0,20
1514918700.0,30
1514919600.0,20
1514920500.0,10
1514921400.0,30
1514922300.0,0
1514923200.0,30
1514924100.0,10
1514925000.0,10
1514925900.0,20
1514926800.0,20
1514927700.0,20
1514928600.0,0
1514929500.0,20
1514930400.0,0
1514931300.0,20
1514932200.0,0
1514933100.0,0
1514934000.0,10
1514934900.0,170
1514935800.0,30
1514936700.0,0
1514937600.0,10
1514938500.0,0
1514939400.0,0
1514940300.0,0
1515027600.0,0
1515028500.0,10
1515029400.0,20
1515030300.0,20
1514988000.0,10
1514988900.0,20
1514989800.0,10
1514990700.0,0
1514991600.0,0
1514992500.0,10
1514993400.0,0
1514994300.0,0
1514995200.0,10
1514996100.0,10
1514997000.0,20
1514997900.0,750
1514998800.0,1010
1514999700.0,590
1515000600.0,20
1515001500.0,0
1515002400.0,110
1515003300.0,10
1515004200.0,0
1515005100.0,10
1515006000.0,0
1515006900.0,0
1515007800.0,0
1515008700.0,0
1515009600.0,0
1515010500.0,0
1515011400.0,0
1515012300.0,0
1515013200.0,0
1515014100.0,10
1515015000.0,0
1515015900.0,0
1515016800.0,0
1515017700.0,10
1515018600.0,10
1515019500.0,0
1515020400.0,10
1515021300.0,0
1515022200.0,10
1515023100.0,0
1515024000.0,0
1515024900.0,10
1515025800.0,0
1515026700.0,10
1515027600.0,10
1515028500.0,20
1515029400.0,10
1515030300.0,10
1514988000.0,0
1514988900.0,10
1514989800.0,10
1514990700.0,0
1514991600.0,10
1514992500.0,0
1514993400.0,10
1514994300.0,250
1514995200.0,170
1514996100.0,160
1514997000.0,150
1514997900.0,140
1514998800.0,100
1514999700.0,10
1515000600.0,20
1515001500.0,70
1515002400.0,70
1515003300.0,30
1515004200.0,50
1515005100.0,40
1515006000.0,30
1515006900.0,40
1515007800.0,0
1515008700.0,30
1515009600.0,20
1515010500.0,0
1515011400.0,30
1515012300.0,10
1515013200.0,10
1515014100.0,10
1515015000.0,20
